,title,company,description,location,jobID,jobType,salary,platform,posting_date
140,"Senior Full-Stack Java Developer to develop code, assist unit testing, and...",S.i. Systems,"Position: Senior Full-Stack Java Developer to develop code, assist with unit testing, and make recommendations that
Our valued crown corporation client is seeking a Senior Full-Stack Java (Spring) Developer to develop code and assist with unit testing for a highly-available legacy system! Initial 7-month contract in Ottawa, ON (% Remote - occasional team meetings/events will be held in Ottawa). This role has a strong likelihood of being extended for up to a maximum term of 3 years.

The winning candidate will be part of an on-call rotation later in the year (on-call paid out as 1hr per 24 hour period, and overtime as required).

Responsibilities:

Assist Scrum Team on large project initiatives as well as smaller initiatives & bugfixes Implement features and analyze how they will handle various scenarios

Participate in the development of code and unit tests (automated or not) for a variety of products

Create and contribute to mechanisms to enable effective and consistent coding practices

Estimate capacity, velocity and throughput to enable accurate forecasting

Assist with improving backlog clarity and maintenance processes

Research, evaluate and make recommendations that support or improve Scrum Team processes

Work with Scrum Team to develop documentation to support ongoing usage of their products

Support the application once sufficient knowledge of the product has been acquired

Must-Have

Skills:

5+ years of experience in a Java development environment, with demonstrated Java Enterprise Edition (JEE) application development experience utilizing the Spring framework

Demonstrated experience utilizing various Java components such as EJB, JDBC, JMS, JMX, JTA, Servlet, JCA or JAXBDemonstrated experience working with significant Oracle Weblogic and Oracle database components

Demonstrated experience web front end development (such as Thymeleaf, HTML, CSS, JavaScript, Ajax/JQuery)
Demonstrated experience with relational database skills (SQL), writing stored procedures and PL/SQL using tools such as SQL Plus / SQL Developer Nice-to-have

Skills:

Demonstrated operational experience in maintaining a high availability system

Excellent written and verbal communication skills in English and French","Winnipeg, MB",1gR6exbCHh5B94i3AAAAAA%3D%3D,Full-time and Contractor,null,Learn4Good,2024-03-08
141,Senior ReactJs Developer,"Product Perfect, LLC","Product Perfect is a leading software consulting firm, headquartered in Southern California. We're currently seeking a Senior ReactJS Developer to join our distributed team.

Role Overview:

As a Senior React Engineer, you'll play a pivotal role in shaping innovative front-end solutions using React, JavaScript, and various NodeJS packages. Collaborating closely with our talented team of front-end developers, you'll contribute directly to exciting projects.

Responsibilities:
• Translate Figma mockups into engaging user experiences using React.
• Actively participate in Agile/Scrum ceremonies as a valued team member.
• Design, develop, and maintain high-quality React code to ensure optimal performance and reliability.
• Collaborate effectively with our global team, fostering a culture of innovation and excellence.

Tools/Skills Required:
• Expert level proficiency in React and JavaScript.
• Experience with NodeJS and familiarity with NodeJS packages and package management.
• Strong command of Git for version control (repositories, branches, merging, etc.).

Requirements:
• 5+ years of professional experience working with React.
• Extensive background (8+ years) in JavaScript development.
• Minimum of 5 years of experience working with relational databases.
• Excellent English communication skills, both written and verbal.
• A passion for software development craftsmanship and a commitment to delivering exceptional work.
• Ideally, a Bachelor's degree in Computer Science or Engineering.

Why Join Us:

At Product Perfect, we foster a collaborative environment. As part of our team, you'll have the opportunity to work on meaningful technology projects. We offer competitive compensation packages and opportunities for professional growth and development.

If you are not a senior level engineer, please do not apply. Thank you","Winnipeg, MB",K1TwaQtmytxkomClAAAAAA%3D%3D,Full-time,null,Workopolis,2024-03-05
142,Senior Software Developer,PRICELINE CAREERS,"This role is eligible for our hybrid work model: 2 days in-office

Senior Software Developer (Tools)

Our Technology team is the backbone of our company: constantly creating, testing, learning and iterating to better meet the needs of our customers. If you thrive in a fast-paced, ideas-led environment, you’re in the right place.

Why this job’s a big deal:

Priceline Partner Solutions (PPS) manages the products and services that power the distribution for Priceline’s travel supply to some of the most iconic brands in the world. PPS helps millions of travelers be there for the moments that matter, by enabling them to access our great rates and inventory for hotels, flights, rental cars and vacation packages through our affiliate partner websites, APIs, and call centers.

We welcome people at the top of their game who work collaboratively, prioritize learning, and take their work seriously, but not themselves. Priceline Partner Solutions is a grown-up start-up, combining cutting-edge technology with real purpose. For us, every trip is a big deal.

Great products require great supporting tools and technologies. In this role you’ll have the opportunity to build and envisions new ways to create efficiencies across the organization for our partners externally as well as our various teams internally. These tools provide the information our partners need to fuel growth and expand their businesses, accelerate onboarding and delivery, and open the door for the emergence of fresh ideas.

In this role you will get to:

Assist in the development of tools supporting our external partnerships to grow their businesses

These tools will include reporting options for internal and external customers, integration services for our products, and automation of data connectivity

Develop processes to improve data procurement and consistency in our data lake

Support & provide ongoing analysis of said systems and technology for future improvements

Lead, mentor, and guide less experienced developers in best practices

Influencer and communicator on team development efforts. Influence what the best solutions are and communicate your findings to key business stakeholders

Who you are:

6+ years of development or equivalent consultant experience

An academic background in Computer Science or related discipline

An ability to implement solutions by programming all necessary components of an application

Analytical mindset with a passion for creative pattern analysis

Technical knowledge in but not necessarily exclusive too (Ruby on Rails, Go, MongoDB, MySql)

Experience with developing on Cloud, especially GCP and AWS.

Proven ability in Design and Architecture of complex, highly scalable and performance driven applications

Demonstrated ability to learn and master new subject areas quickly, strong written and verbal communication skills

Ability to collaborate and work in a small team with little direction

Knowledge and experience in connecting to external services

An understanding of the Agile methodology, practiced is a nice to have

Knowledge and experience in developing in a test driven model would be a big plus

Demonstrated history of living the values important to Priceline: Customer, Innovation, Team, Accountability and Trust.

The Right Results, the Right Way is not just a motto at Priceline; it’s a way of life. It’s therefore essential that you also meet our high standard of ethics, honesty, transparency and compliance.
#J-18808-Ljbffr","Winnipeg, MB",ZjTIMXPY3hzLei6-AAAAAA%3D%3D,Full-time,null,Jooble,2024-03-07
143,Sr. Java Developer,Resident Connect Inc,"• Professional experience in software development in the Java environment [min. 3+ years]
• Professional experience in JAVA 8 or higher version
• Professional experience in Backend development: SpringBoot, Hibernate/JPA Frameworks
• Good experience in queuing technologies like ActiveMQ/Kafka
• Good Knowledge in (SQL/ noSQL) databases
• Good Experience in writing Unit test cases
• Methodical knowledge of agile software development (Scrum, Kanban, DevOps)
• Excellent ability to work in a team, independently organized work
• Knowledge in AWS Cloud best practices is considered as an Asset.
• expereince in React, JS would be an asset.

Job Type: Fixed term contract
Contract length: 3 months

Salary: $22.00-$30.00 per hour

Expected hours: No less than 40 per week

Benefits:
• Dental care
• Paid time off
• Vision care

Schedule:
• Monday to Friday
• Weekends as needed

Supplemental pay types:
• Bonus pay

Ability to Relocate:
• Winnipeg, MB: Relocate before starting work (required)

Work Location: In person

Expected start date: 2024-03-18","Winnipeg, MB",0hS0pckR4gMpEgk2AAAAAA%3D%3D,Temp work,$22–$30 an hour,Glassdoor,2024-03-15
144,Senior .Net Full-Stack Developer,Targeted Talent,"Our client located in downtown Vancouver is looking to grow their technology team and are looking for multiple experienced Senior Full Stack .NET Developers (remote!) to join the team and make a real impact!

Our client offers online gift card infrastructure, technology and marketing services for leading brands. Working with some of the world’s leading brands (including Four Seasons, Fairmont, Whole Foods Market, Lowes), our client is recognized for their solution and design flexibility, focus on client brand standards, high-quality customer support, and fraud protection guarantee. As a result, their clients are positioned to grow their gift card business, enhance their brands, gain a competitive edge, and leverage the rapid growth in mobile device use and social media.

You have:
• Have 8+ years of experience using C#, Javascript and debugging techniques for developing ASP.Net, Asp.Net Core applications
• Have years of experience with .Net (4.0 – 4.8), .Net Core (2.2 - 3.1 frameworks using C# language and SQL Server 2012/2016 as backend
• Strong experience building full-stack applications with front-end languages using React, Redux / Flux, KnockoutJS,
• Extensive experience with database methodologies and database systems like SQL Server
• Have a B.S./M.S. in Computer Science, experience in developing two or more commercially used applications, or equivalent experience.

Some AWESOME selling points:
• Remote + flexible work schedule
• North of six figures salary + Health & Dental
• Amazing opportunity for career progression
• Great culture (we're not just saying that!)
• Amazing mentorship (seriously)
• Plenty of vacay
It's a seriously awesome opportunity! If this looks interesting to you, go ahead and click apply :)
• Unfortunately we are only able to consider candidates who either live in Canada, or currently have an active Canadian work visa or citizenship for this role","Winnipeg, MB",Cx5tmUXWedYJuT5aAAAAAA%3D%3D,Full-time,,ZipRecruiter,null
145,"Developer SW Lead III - Hybrid (Winnipeg, Canada)",Everi Holdings Inc.,"Department: Technology Management

Employment Type: Full Time

Location: Winnipeg, Canada

Reporting To: VP, Electronic Products

Compensation: $94,400 - $110,100 / year

Description

Power the Casino Floor by joining the Technology Management Team at Everi.

What Will You Be Doing?
• Design, develop, and modify bingo gaming software applications by applying fundamental computer science techniques.
• Escalate team concerns, anticipate roadblocks, and suggest solutions.
• Participate in code validation and code reviews, perform unit tests, and other automated testing techniques.
• Document all aspects of written code.
• Evaluate risk associated with code changes and make informed decisions on what and when to make a change.
• This is a hybrid position requiring 3 days per week in office.
• Lead and mentor a team of 3-4 developers.

Skills, Knowledge, & Expertise for the job:

Qualifications
• Bachelor's degree in Software Engineering or Computer Science, or combination of education and equivalent work experience in a related field required.
• 6 + years of experience with object-oriented programming languages, including C#, .NET or C++
• SQL skills.
• Demonstrated experience thorough understanding of product pipeline and process tools.
• Demonstrated advanced coding ability.
• Advanced knowledge of design patterns.
• Thorough knowledge of source/knowledge control systems.
• Demonstrated knowledge of source/knowledge control systems.
• Managerial and leadership experience.

What's In It For You?
• Competitive salary and benefits package.
• Comprehensive healthcare benefits, including medical, dental, vision, pet insurance, gym reimbursement, and more!
• Retirement savings plan with employer match.
• Discretionary Time Off (DTO) - No more ""banking hours"" to take a day off and the perfect way to prevent burnout and improve productivity.

Building on a solid culture and resounding positive feedback from Everi employees, Everi continues to receive recognition as a Top Workplace in 2021, 2022, and 2023.

The compensation for this role considers a wide range of factors, including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs. The disclosed range estimate has not been adjusted for the applicable geographic differential for the location at which the position may ultimately be filled. At Everi, it is not typical for all individuals to be hired at or near the end of the range; compensation decisions depend on each case's facts and circumstances. A reasonable estimate of the current range is $ 94,400- $110,100 annually.

Everi is an Equal Opportunity Employer. All qualified applicants and employees will be afforded equal employment opportunities without discrimination because of race, creed, color, national origin, sex, age, disability, marital status, or any other characteristic or class protected by federal, state, or local law.
• For All External Staffing Agencies **

Everi does not accept unsolicited agency submittals. Please do not forward resumes to our Executive team, Management team, or any current Everi employee for review. Everi is not responsible for any fees related to unsolicited resumes","Winnipeg, MB",Y3bNOKZtIv9KEfLsAAAAAA%3D%3D,Full-time,null,LinkedIn,2024-02-26
146,Software Developer,Praecipio,"Praecipio is a cloud-first business and technology consulting firm specializing in strategic Cloud transformations, Enterprise Agility, DevOps, Application Development and Modern Service Management. Praecipio is an enterprise-level strategic advisor across the Atlassian platform focused on helping businesses drive revenue and fuel growth. We architect solutions that enable our customers to stay focused on the work that matters most – solving the biggest problems that exist in the world today.

We are looking for a REMOTE Software Developer in North America who can provide technical expertise and support to our clients.

Responsibilities
• Software development, design, and testing
• Analyzing requirements and translating into elegant, scalable, performant code
• Developing and documenting software requirements, designs and architectures
• DevOps, deploying applications to production and test instances
• Supporting existing software applications, diagnosing problems, and resolving issues
• Mentoring and providing leadership to team members
• Communicating and interacting with customers
• Managing agile project plans, estimating, and prioritizing deliverables

Requirements
• Expert level professional experience using one or more backend web frameworks – Node.js and/or Ruby / Rails preferred, Python, Java/J2EE, and/or Microsoft .NET nice to have
• Front-end and user interface development experience utilizing React, Angular, JavaScript / jQuery, HTML 5, CSS, Responsive Web Design, and Bootstrap
• Experience developing and/or consuming APIs using REST / JSON, AJAX, or other technologies
• Experience with Linux/Unix OS
• C/C++ experience nice to have
• Familiarity with common software development design patterns and algorithms
• Experience designing for and using databases such as Postgres or MySQL
• Ability to interpret UX designs and develop them into beautiful and functional interfaces
• Ability to create and interpret requirements and translate these into highly performant, scalable, and elegant software architectures
• DevOps experience including setting up development and production environments, installing packages, deploying code, shell scripting and automating tasks.
• Comfortable working in an agile environment including experience with unit testing (rspec or similar), test driven development, continuous integration, and scrum/agile planning
• Ability to understand a customer’s business objectives, vision and goals, and to translate these into application design and implementation
• Embrace working with a variety of technical and non-technical customers and team members
• Comfortable moving between development technologies, expanding skills, and eager to learn and take on new challenges
• B.S. or B.A. in Computer Science or Engineering disciplines or equivalent experience

Benefits
• Health Care Plan (Medical, Dental & Vision)
• Retirement Plan
• Paid Time Off (Vacation, Sick & Public Holidays)
• Family Leave (Maternity, Paternity)
• Training & Development
• Work From Home
• Wellness Resources","Winnipeg, MB",k0Av9AWGpF7Q9c01AAAAAA%3D%3D,Full-time,null,Jooble,2024-03-07
147,Developer - PowerBuilder,Altis Recruitment,"Job Type

Contract

Industry

Provincial Government

Language

English

Work Arrangement

Remote

Date Posted

Tue, February 6, 2024

Salary
• -

Specialization

IT - Other

Security Clearance
• -

Location

Winnipeg, MB

Opportunity Number

13522

Job Description

Our reputable client in Manitoba is seeking a Developer with experience in PowerBuilder to provide development services on an application enhancement project The duration of the engagement may be for up to a 24-month term. The 24-month term is anticipated to start with a 6-month initial term followed by an 18-month renewal.

Role Description

The Developer will have a minimum of six (6) years experience developing new application solutions, upgrading existing applications, and providing continued support to existing applications. The work may include analysis and design of application architecture, application development, application support, providing quality assurance and oversight to a team of developer resources. The role is responsible for designing, developing, and maintaining the portfolio of assigned applications for a department based on the requirements gathered, documented, and submitted by the business.

Responsibilities

• Provides detailed estimates effort for the software development life cycle

• Assesses service requests for validity and recommends solutions

• Works with Architects to ensure appropriate solutions and technology

• Defines development requirements and assists in the integration of third party tools/applications

• Participates in quality assurance activities, such as design and code reviews

• Reviews system and integration testing functions

• Develops application code, architecture, specifications and technical interfaces

• Tests and maintains functional and non-functional system components

• Analyzes data integrity issues with proposed and existing systems, recommends and implements solutions

• Implements additions and enhancements to existing applications

• Provides application support of existing system

• Participates in problem resolutions

• Documents application code and system configuration, along with software maintenance and administrative processes

• Contributes to the creation of technical and operational guides, transition and deployment documents, and change requests

• Other software developer duties as assigned

Mandatory Requirements
The Resource must have the following minimum qualifications or experience:

• Minimum of six (6) years of experience developing new application solutions, maintaining existing applications, and providing ongoing production support

• Extensive knowledge of data processing, n-tier technology platforms, and software applications in an enterprise environment

• Demonstrated understanding of systems networking, information security, relational databases, and web services design standards

• Experience in the development and implementation standards, procedures and guidelines to support operational processes

• Strong analytical and problem solving skills

• Strong interpersonal skills

• Excellent listening skills

• Excellent communication skills; oral, written and presentation

Nice-to-have
It is preferred that the Resource has the following qualifications or experience:

• A minimum of 5 years of experience in PowerBuilder development.

• Strong experience with SQL development.

• Experience working in large enterprise environment.

• 5+ years of experience with client-server business application development.

• Ability to work independently and in a team environment.

• Proven consulting experience as a developer.

• Proficiency in English, both oral and written.

• 5+ years of experience in object oriented development or design.

• Experience with Microsoft SQL Server and SQL Server stored procedures.

• Familiarity in migrating PowerBuilder applications.

• Experience in PowerBuilder/MSSQL application enhancements, file transfers and

creating interfaces to other systems.

• Familiarity with design patterns

• Knowledge of database design

If this role aligns with your expertise and interest, we invite you to apply today!

We’re an equal opportunity employer committed to increasing diversity and inclusion in today’s workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. Minorities, women, LGBTQ candidates, and individuals with disabilities are encouraged to apply. If you require an accommodation, please review our accessibility policy and reach out to our accessibility officer with any questions","Winnipeg, MB",NzS6JuppBWgcAskAAAAAAA%3D%3D,Contractor,null,Indeed,null
148,"Officer, Training and Development - Mechanical, Bilingual",Canadian National Railway Company,"At CN, everyday brings new and exciting challenges. You can expect an interesting environment where you're part of making sure our business is running optimally and safely-helping keep the economy on track. We provide the kind of paid training and opportunities that long-term careers are built on and we recognize hard workers who strive to make a difference. You will be able to thrive in our close-knit, safety-focused culture working together as ONE TEAM. The careers we offer are meaningful because the work we do matters. Join us!

Job Summary

The Officer, Training and Development- Mechanical is responsible for acting as a safety leader. The role ensuresemployees are trained to perform regulatory standards ensuring the safety andefficiency of the delivery of goods to our customers.

Main Responsibilities
• Train employees on operating rules and instructions, job tasks, and safe work procedures, with a focus on hazard awareness and prevention
• Instruct, mentor, and coach employees on various topics such as Canadian Rail Operating Rules (CROR), CN's general operating instructions, safe work procedures, and life critical rule understanding and application
• Evaluate employee progress and ensure compliance with regulations, company policies, and standards
• Maintain training facility equipment, job aids, and scheduled maintenance records
• Complete performance and qualifying documents and ensure all training events are captured in the Learning Management System (LMS)
• Maintain a comprehensive training plan and schedule to meet client expectations
• Support training material development working with a Training Analyst
• Support the development employees through regular mentoring in the field which may include participation in field audits and safety observations

Working Conditions

The role has standardworking conditions in an office environment with a regular workweek from Mondayto Friday, however, occasional weekend and evening hours maybe be required. Therole requires occasional travel (30%) within Canada and the United States (U.S.) to delivertrainings. The role must have the ability to successfully complete CN's medicalassessment.

Requirements

Experience
• Railway
• Minimum 2 years of railway experience
• Experience working as a Railway Car Technician, Heavy-duty Mechanic, Locomotive Electrician, or a combination of the above
• Education/Certification/Designation
• High School Diploma or General Educational Development (GED)
• Valid Driver's License
• Qualified welder*
• Any education/certification/designationfor these above would be considered as an asset

Competencies
• Identifies potential safety and security risks
• Leads by example for the safety and security of all
• Considers environmental impacts in every decision and action
• Collaborates with others and shares information
• Sets direction and inspires others
• Communicates with impact
• Applies critical thinking

Technical Skills/Knowledge
• Knowledge of change management
• Strong knowledge of transportation department and field operations
• Knowledge of Microsoft Office (Word, Excel, PowerPoint) and Systems Applications and Products (SAP)
• Fluently bilingual, both written and verbal (French)*
• AnyTechnical Skills/Knowledge for these above would be considered as an asset

About CN

CN is a world-class transportation leader and trade-enabler. Essential to the economy, to the customers, and to the communities it serves, CN safely transports more than 300 million tons of natural resources, manufactured products, and finished goods throughout North America every year. As the only railroad connecting Canada's Eastern and Western coasts with the Southern tip of the U.S. through a 19,500 mile rail network,CN and its affiliates have been contributing to community prosperity and sustainable trade since 1919. CN is committed to programs supporting social responsibility and environmental stewardship. At CN, we work as ONE TEAM, focused on safety, sustainability and our customers, providing operational and supply chain excellence to deliver results.

At CN, we are dedicated to building North America's safest, most inclusive and sustainable railroad, which includes reflecting the communities in which we operate. Research shows that candidates from underrepresented groups often don't apply unless they feel they fit the job posting at 100%. Even if you don't see yourself in every job requirement listed in a posting, we still encourage you to apply. If you require an accommodation for the recruitment process (including alternate formats of materials, accessible meeting rooms or other accommodations), please reach out to our team at cnrecruitment@cn.ca.

As an equal employment opportunity employer, all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, and other protected status as required by applicable law. We thank all applicants for their interest, however, only candidates under consideration will be contacted. Please monitor your email on a regular basis, as communication is primarily made through email","Winnipeg, MB",tGrM393mEezH9_VnAAAAAA%3D%3D,Full-time,null,ZipRecruiter,2024-02-29
149,Application Developer,Pollard Banknote Limited,"We are looking for a motivated Application Developer to join our Digital Solutions Team within our Winnipeg Head Office.

As an Application Developer, you will play a key role in driving the implementation of innovative digital solutions. You will work with the latest technology and will be responsible for designing, developing and testing digital software applications, including mobile applications, websites, widget frameworks, interactive games and other new innovative products.

What We Offer
• Competitive compensation
• Profit sharing program – every role plays a part in our success!
• Company pension
• Health & Extended Benefits
• Opportunities for professional development
• Tuition reimbursement
• Employee & Family Assistance Program
• On-Site Cafeteria & Outdoor Patio
• On Site Gym
• A variety of committee driven employee engagement activities
• Free Parking
• We are one of Manitoba’s Top Employers for 2023
• A hybrid work environment

What You’ll Do
• Analyze, architect, and develop scalable and reusable code using the best software development practices, clean code and solid principles.
• Work in a collaborative environment to deliver innovative solutions that meet all business and customer requirements.
• Define and create web and mobile-based applications and reusable interface components with Typescript and React.
• Assist in building a suite of tools and libraries for digital products to use, that support the development and maintenance of containerized microservice applications.
• Collaborate with different teams and departments to sync for the ongoing projects and any new projects coming.
• Stay up-to-date with advanced technologies in order to be able to provide the best solutions for new projects.

Who You Are
• A creative team player who is passionate about technology.
• A good listener who has excellent written and oral communication skills to work with the team, senior management, and customers.
• Someone who is analytical with strong attention to detail skills.
• A continuous learner who wants to learn and apply best practices in day-to-day work.
• A resourceful problem-solver with the ability to use logic, technical and critical thinking skills to plan for and investigate issues proactively

What You’ll Bring
• 1+ year of application development experience.
• Bachelor’s degree in Computer Science or equivalent.
• Hands-on experience in programming languages: PHP, Java, React, Angular and TypeScript; and relational databases like MySQL.
• Working knowledge of Web, iOS and/or Android development and related frameworks
• Experience with creating and consuming RESTful APIs.
• Good understanding of agile development methodologies and associated tools like the Atlassian Suite.
• Experience documenting technical specifications.
• Knowledge of Amazon Web Services (AWS) would be an asset.
• Experience with Docker, Kubernetes and or Microservices Architecture is considered an asset.

Apply now by submitting a cover letter and resume outlining fit and salary to humanresources@pbl.ca.

Pollard Banknote Limited is an equal opportunity employer, committed to promoting and maintaining a diverse and inclusive workforce. Reasonable accommodations are available upon request.

By submitting this application, the applicant consents to Pollard Banknote Ltd. collecting, using and retaining the personal information for purposes relating to the application process and if hired, the employment relationship.

Any and all personal information collected is held in the strictest confidence and in accordance with all applicable Privacy Laws.

We thank all candidates that apply, however only those selected for an interview will be contacted. Employment is contingent upon a satisfactory response from a Criminal Record Search","Winnipeg, MB",Ykm5uwvuq4-brHzCAAAAAA%3D%3D,Full-time,null,LinkedIn,null
150,Senior React Developer,Targeted Talent,"We are looking for an experienced React Developer for our client. This is a permanent position that is remote to work. Our client is a startup with an Agriculture selling platform, leveraging blockchain technology for security and tracing of product for buyers and sellers.

You Have:
• 4+ years’ experience as a Front-End Software Developer
• 4+ years’ experience with React and Redux
• Experience working with GraphQL is highly regarded
• Experience working with Typescript is highly regarded

Perks:
• Competitive Salary
• Individual performance bonus
• Health and dental benefits
• 3 weeks’ vacation
• Relocation Package
• Unfortunately we are only able to consider candidates who either live in Canada, or currently have an active Canadian work visa or citizenship for this role.

If this opportunity sounds like something that fits your career path, please apply to this posting; we'd love to talk to you!","Winnipeg, MB",PWnkYGe92C6cqcSSAAAAAA%3D%3D,Full-time,null,ZipRecruiter,null
151,"Director, Software Development",Neo Financial,"At Neo, we’re disrupting the future of finance. What matters most to us is challenging the status quo and providing a better financial future for all Canadians. We’re working everyday to reinvent the way Canadians spend, save, and grow their money - all together, in one place. We’re creating a seamless digital experience, with the modern day features you’ve come to expect. Our products speak for themselves - the Neo card was voted best cash back card in Canada and the Neo Money account was voted best bank account in Canada.Backed by world class investors, we’ve raised $299M and are one of a few Canadian tech companies that have reached ‘unicorn’ status - valued over $1B. Check out the full story here.About The Role:Neo Financial is looking for a full-time Director of Software Development to lead multiple teams. You’ll work hand in hand with Software Developers focusing on building company culture, people leadership, coaching and team performance. Directors also own strategic projects and facilitate change across the entire organization. You will be empowered to turn your ideas into actions and to help shape the future of Neo’s engineering department.What you'll be doing:Building - Help push Neo to be a top engineering organization through recruiting, retaining, coaching individuals helping to shape team organization, and finding ways to do more with less. Set the pace while engaging engineering, product, and other relevant business stakeholders to keep the entire team aligned.Motivating - You will inspire teams through goal setting, clear expectations, and helping to explain and navigate the priorities of a fast moving company. You will work to set goals for individuals and teams and will more importantly keep them accountable as you push for excellence.Iterating - You are a change agent that will continue to evolve and mature current engineering practices as Neo pushes to always improve the quality, stability, and efficiency of software delivery.Who we're looking for:Current or former developers, architects, or engineers who have experience managing and leading agile technology teamsHumble leaders who build through service, but who are not afraid to speak up, provide feedback, or hold teammates accountableBuilders who have experience building and growing larger teams through continuous recruiting, interviewing, hiring, and trainingAchievers who aren’t happy with an average team and genuinely want to build the best software development team in CanadaApplicants must be eligible to work in Canada and willing to relocate to Winnipeg, MBAbout applying with us:At Neo, you’ll be working with industry-leading technology that changes the way we live and redefines Canada’s financial future. It’s a serious deal, and we’re building a high performance, mission-driven, and fast-paced team that strives to make a difference in every Canadian's life. We value personal growth, autonomy, leadership at all levels, and the ability to learn quickly from mistakes. We’re a team: in it together, always. Join a world class team building truly disruptive technology, right here in the Canadian prairies.Benefits of working at Neo:Flexible Compensation Scenarios - the ability to choose your base salary and equity combinationMeaningful Equity - employees are owners.When the company succeeds, you do tooExtended Health Benefits - comprehensive health and dental coverage that starts on day oneWellness Benefits - complimentary access to Headspace and FitOn Pro subscriptionsPaid Maternity & Parental Leave - company top-up and 100% benefits coverage while you’re awayModern Office Space - our newly renovated headquarters in Calgary and Winnipeg is prime for collaboration and innovationLearning Events - all-company huddles, product demo days, guest speakers, and moreNeo Financial is an equal opportunity employer. We are excited to meet with and hire the top talent out there. Successful candidates for this position will be required to undergo a security screening, including a criminal records check and may require a credit check","Winnipeg, MB",AERh33aNA3xBaGMBAAAAAA%3D%3D,Full-time,null,Techopedia Jobs,null
